"id","ticker","date","closing_price","dividend","yield"
"79","00725B.TWO","2020-04-22","33.50","0.4800","0.0143"
"80","00725B.TWO","2020-07-20","35.75","0.4000","0.0112"
"81","00725B.TWO","2020-10-21","34.33","0.4200","0.0122"
"82","00725B.TWO","2021-01-19","35.37","0.4200","0.0119"
"83","00725B.TWO","2021-04-20","34.14","0.3600","0.0105"
"84","00725B.TWO","2021-07-16","36.22","0.4100","0.0113"
"85","00725B.TWO","2021-10-19","36.01","0.3900","0.0108"
"86","00725B.TWO","2022-01-18","34.46","0.3900","0.0113"
"87","00725B.TWO","2022-04-20","30.87","0.4000","0.0130"
"88","00725B.TWO","2022-10-19","28.83","0.4600","0.0160"
"89","00725B.TWO","2023-01-30","31.37","0.4100","0.0131"
"90","00725B.TWO","2023-04-21","31.37","0.4400","0.0140"
"91","00725B.TWO","2023-07-18","31.80","0.4200","0.0132"
"92","00725B.TWO","2023-10-19","29.86","0.4800","0.0161"
"93","00725B.TWO","2024-01-17","33.94","0.6700","0.0197"
"94","00725B.TWO","2024-04-18","33.43","0.5600","0.0168"
"95","00725B.TWO","2024-07-16","35.45","0.6580","0.0186"
"96","00725B.TWO","2024-10-17","36.40","0.6850","0.0188"
"97","00725B.TWO","2025-01-17","35.56","0.6620","0.0186"
"98","00725B.TWO","2025-04-21","34.33","0.6360","0.0185"
"99","00725B.TWO","2025-07-16",NULL,"0.5660",NULL
"100","00772B.TWO","2019-06-25","35.54","0.3370","0.0095"
"101","00772B.TWO","2019-09-25","37.58","0.3570","0.0095"
"102","00772B.TWO","2019-12-23","36.84","0.3020","0.0082"
"103","00772B.TWO","2020-03-23","31.31","0.3550","0.0113"
"104","00772B.TWO","2020-04-20","39.26","0.1160","0.0030"
"105","00772B.TWO","2020-05-19","37.99","0.1150","0.0030"
"106","00772B.TWO","2020-06-16","38.69","0.1120","0.0029"
"107","00772B.TWO","2020-07-16","40.59","0.1090","0.0027"
"108","00772B.TWO","2020-08-18","39.92","0.1000","0.0025"
"109","00772B.TWO","2020-09-16","39.70","0.1060","0.0027"
"110","00772B.TWO","2020-10-21","38.35","0.1060","0.0028"
"111","00772B.TWO","2020-11-17","38.62","0.1210","0.0031"
"112","00772B.TWO","2020-12-16","39.31","0.1220","0.0031"
"113","00772B.TWO","2021-01-19","38.05","0.1280","0.0034"
"114","00772B.TWO","2021-02-25","35.67","0.1340","0.0038"
"115","00772B.TWO","2021-03-17","35.18","0.1260","0.0036"
"116","00772B.TWO","2021-04-20","35.95","0.1300","0.0036"
"117","00772B.TWO","2021-05-18","35.27","0.1270","0.0036"
"118","00772B.TWO","2021-06-17","36.15","0.1250","0.0035"
"119","00772B.TWO","2021-07-16","37.61","0.1250","0.0033"
"120","00772B.TWO","2021-08-17","37.46","0.1250","0.0033"
"121","00772B.TWO","2021-09-16","37.73","0.1240","0.0033"
"122","00772B.TWO","2021-10-19","37.35","0.1240","0.0033"
"123","00772B.TWO","2021-11-16","37.03","0.1230","0.0033"
"124","00772B.TWO","2021-12-16","37.33","0.1240","0.0033"
"125","00772B.TWO","2022-01-18","35.30","0.1210","0.0034"
"126","00772B.TWO","2022-02-22","33.84","0.1220","0.0036"
"127","00772B.TWO","2022-03-16","33.02","0.1240","0.0038"
"128","00772B.TWO","2022-04-20","31.84","0.1280","0.0040"
"129","00772B.TWO","2022-05-18","31.04","0.1280","0.0041"
"130","00772B.TWO","2022-06-17","30.85","0.1300","0.0042"
"131","00772B.TWO","2022-07-18","32.31","0.1290","0.0040"
"132","00772B.TWO","2022-09-19","31.60","0.1500","0.0047"
"133","00772B.TWO","2022-10-19","29.74","0.1530","0.0051"
"134","00772B.TWO","2022-11-16","30.30","0.1600","0.0053"
"135","00772B.TWO","2022-12-16","32.48","0.1500","0.0046"
"136","00772B.TWO","2023-01-17","32.04","0.1500","0.0047"
"137","00772B.TWO","2023-02-16","31.05","0.1500","0.0048"
"138","00772B.TWO","2023-03-16","31.48","0.1500","0.0048"
"139","00772B.TWO","2023-04-21","32.07","0.1400","0.0044"
"140","00772B.TWO","2023-05-17","31.54","0.1050","0.0033"
"141","00772B.TWO","2023-06-16","31.77","0.1150","0.0036"
"142","00772B.TWO","2023-07-18","32.20","0.1300","0.0040"
"143","00772B.TWO","2023-08-16","31.64","0.1300","0.0041"
"144","00772B.TWO","2023-09-18","31.63","0.1290","0.0041"
"145","00772B.TWO","2023-10-19","29.55","0.1290","0.0044"
"146","00772B.TWO","2023-11-16","31.22","0.1300","0.0042"
"147","00772B.TWO","2023-12-18","34.16","0.1380","0.0040"
"148","00772B.TWO","2024-01-17","33.47","0.1300","0.0039"
"149","00772B.TWO","2024-02-27","32.86","0.1300","0.0040"
"150","00772B.TWO","2024-03-18","33.19","0.1300","0.0039"
"151","00772B.TWO","2024-04-18","32.62","0.1350","0.0041"
"152","00772B.TWO","2024-05-17","33.45","0.1360","0.0041"
"153","00772B.TWO","2024-06-20","34.01","0.1370","0.0040"
"154","00772B.TWO","2024-07-16","34.46","0.1400","0.0041"
"155","00772B.TWO","2024-08-16","35.20","0.1430","0.0041"
"156","00772B.TWO","2024-09-18","36.16","0.1430","0.0040"
"157","00772B.TWO","2024-10-17","35.40","0.1430","0.0040"
"158","00772B.TWO","2024-11-18","34.27","0.1350","0.0039"
"159","00772B.TWO","2024-12-17","34.55","0.1450","0.0042"
"160","00772B.TWO","2025-01-17","33.95","0.1300","0.0038"
"161","00772B.TWO","2025-02-18","34.41","0.1370","0.0040"
"162","00772B.TWO","2025-03-18","35.02","0.1420","0.0041"
"163","00772B.TWO","2025-04-18","33.74","0.1450","0.0043"
"164","00772B.TWO","2025-05-19","30.97","0.1450","0.0047"
"165","00772B.TWO","2025-06-17","30.92","0.1370","0.0044"
"166","00772B.TWO","2025-07-16","30.86","0.1300","0.0042"
"167","00772B.TWO","2025-08-18",NULL,"0.1250",NULL
"168","00761B.TWO","2019-04-22","33.85","0.3400","0.0100"
"169","00761B.TWO","2019-07-17","36.15","0.4000","0.0111"
"170","00761B.TWO","2019-10-18","37.84","0.3700","0.0098"
"171","00761B.TWO","2020-01-30","38.87","0.3400","0.0087"
"172","00761B.TWO","2020-04-22","40.08","0.3700","0.0092"
"173","00761B.TWO","2020-07-20","42.16","0.3400","0.0081"
"174","00761B.TWO","2020-10-21","39.33","0.3300","0.0084"
"175","00761B.TWO","2021-01-19","38.78","0.3200","0.0083"
"176","00761B.TWO","2021-04-20","36.40","0.3500","0.0096"
"177","00761B.TWO","2021-07-16","38.53","0.3500","0.0091"
"178","00761B.TWO","2021-10-19","38.06","0.3300","0.0087"
"179","00761B.TWO","2022-01-18","36.00","0.3300","0.0092"
"180","00761B.TWO","2022-04-20","32.52","0.3800","0.0117"
"181","00761B.TWO","2022-07-18","33.07","0.4300","0.0130"
"182","00761B.TWO","2022-10-19","30.50","0.4300","0.0141"
"183","00761B.TWO","2023-01-30","32.83","0.3600","0.0110"
"184","00761B.TWO","2023-04-21","32.84","0.3900","0.0119"
"185","00761B.TWO","2023-07-18","32.94","0.3700","0.0112"
"186","00761B.TWO","2023-10-19","30.20","0.4100","0.0136"
"187","00761B.TWO","2023-11-16","32.00","0.1400","0.0044"
"188","00761B.TWO","2024-02-27","33.66","0.4800","0.0143"
"189","00761B.TWO","2024-05-17","34.27","0.4800","0.0140"
"190","00761B.TWO","2024-08-16","36.07","0.4800","0.0133"
"191","00761B.TWO","2024-11-18","35.04","0.5000","0.0143"
"192","00761B.TWO","2025-02-20","35.18","0.5000","0.0142"
"193","00761B.TWO","2025-05-19","31.64","0.4900","0.0155"
"194","00761B.TWO","2025-08-18",NULL,"0.4300",NULL
"195","00746B.TWO","2019-05-02","33.44","0.3570","0.0107"
"196","00746B.TWO","2019-07-18","35.75","0.4120","0.0115"
"197","00746B.TWO","2019-10-22","36.81","0.3210","0.0087"
"198","00746B.TWO","2020-01-30","38.55","0.3500","0.0091"
"199","00746B.TWO","2020-04-22","38.96","0.4150","0.0107"
"200","00746B.TWO","2020-07-21","40.91","0.4150","0.0101"
"201","00746B.TWO","2020-10-21","38.48","0.3750","0.0097"
"202","00746B.TWO","2021-01-19","38.00","0.3800","0.0100"
"203","00746B.TWO","2021-04-20","36.08","0.3880","0.0108"
"204","00746B.TWO","2021-07-16","37.91","0.3600","0.0095"
"205","00746B.TWO","2021-10-19","37.48","0.3250","0.0087"
"206","00746B.TWO","2022-01-18","35.66","0.3400","0.0095"
"207","00746B.TWO","2022-04-20","32.40","0.2680","0.0083"
"208","00746B.TWO","2022-07-18","32.77","0.3570","0.0109"
"209","00746B.TWO","2022-10-19","30.43","0.3890","0.0128"
"210","00746B.TWO","2023-01-31","32.65","0.3660","0.0112"
"211","00746B.TWO","2023-04-21","32.92","0.3800","0.0115"
"212","00746B.TWO","2023-07-18","33.06","0.3960","0.0120"
"213","00746B.TWO","2023-10-19","30.66","0.3960","0.0129"
"214","00746B.TWO","2024-01-17","34.49","0.3790","0.0110"
"215","00746B.TWO","2024-04-18","33.80","0.4060","0.0120"
"216","00746B.TWO","2024-07-16","35.73","0.4450","0.0125"
"217","00746B.TWO","2024-10-17","36.74","0.4220","0.0115"
"218","00746B.TWO","2025-01-17","35.54","0.4250","0.0120"
"219","00746B.TWO","2025-04-23","35.28","0.4710","0.0134"
"220","00746B.TWO","2025-07-16",NULL,"0.3840",NULL
"221","00740B.TWO","2019-01-24","29.91","0.0710","0.0024"
"222","00740B.TWO","2019-05-02","32.27","0.2450","0.0076"
"223","00740B.TWO","2019-07-18","34.52","0.6320","0.0183"
"224","00740B.TWO","2019-10-22","35.90","0.5130","0.0143"
"225","00740B.TWO","2020-01-30","37.77","0.4450","0.0118"
"226","00740B.TWO","2020-03-19","30.51","0.8110","0.0266"
"227","00740B.TWO","2020-04-22","37.05","0.5110","0.0138"
"228","00740B.TWO","2020-07-21","39.61","0.3920","0.0099"
"229","00740B.TWO","2020-10-21","37.57","0.4030","0.0107"
"230","00740B.TWO","2021-01-19","38.35","0.5060","0.0132"
"231","00740B.TWO","2021-04-20","36.89","0.4430","0.0120"
"232","00740B.TWO","2021-07-16","39.22","0.4190","0.0107"
"233","00740B.TWO","2021-10-19","39.05","0.3910","0.0100"
"234","00740B.TWO","2022-01-18","37.17","0.4600","0.0124"
"235","00740B.TWO","2022-04-20","33.27","0.4540","0.0136"
"236","00740B.TWO","2022-07-18","33.10","0.4320","0.0131"
"237","00740B.TWO","2022-10-19","31.48","0.5120","0.0163"
"238","00740B.TWO","2023-01-31","33.88","0.5090","0.0150"
"239","00740B.TWO","2023-04-21","34.18","0.5030","0.0147"
"240","00740B.TWO","2023-07-18","34.65","0.4570","0.0132"
"241","00740B.TWO","2023-10-19","32.52","0.5180","0.0159"
"242","00740B.TWO","2024-01-17","37.00","0.5050","0.0136"
"243","00740B.TWO","2024-04-18","36.42","0.4820","0.0132"
"244","00740B.TWO","2024-07-16","38.62","0.5560","0.0144"
"245","00740B.TWO","2024-08-16","39.28","0.2290","0.0058"
"246","00740B.TWO","2024-09-18","40.23","0.2290","0.0057"
"247","00740B.TWO","2024-10-17","39.68","0.2290","0.0058"
"248","00740B.TWO","2024-11-18","38.97","0.2130","0.0055"
"249","00740B.TWO","2024-12-17","39.29","0.2000","0.0051"
"250","00740B.TWO","2025-01-17","38.79","0.1960","0.0051"
"251","00740B.TWO","2025-02-19","39.27","0.1960","0.0050"
"252","00740B.TWO","2025-03-18","39.91","0.1790","0.0045"
"253","00740B.TWO","2025-04-23","37.98","0.1980","0.0052"
"254","00740B.TWO","2025-05-19","35.33","0.1690","0.0048"
"255","00740B.TWO","2025-06-17","35.48","0.1540","0.0043"
"256","00740B.TWO","2025-07-16","35.44","0.1540","0.0043"
"257","00740B.TWO","2025-08-18",NULL,"0.1810",NULL
"258","00777B.TWO","2019-06-20","35.00","0.1660","0.0047"
"259","00777B.TWO","2019-09-19","36.52","0.2500","0.0068"
"260","00777B.TWO","2019-12-18","36.61","0.2300","0.0063"
"261","00777B.TWO","2020-03-18","33.52","0.3600","0.0107"
"262","00777B.TWO","2020-06-17","38.66","0.4300","0.0111"
"263","00777B.TWO","2020-09-17","39.18","0.3200","0.0082"
"264","00777B.TWO","2020-12-16","38.46","0.3650","0.0095"
"265","00777B.TWO","2021-03-17","34.69","0.3300","0.0095"
"266","00777B.TWO","2021-06-17","35.76","0.2930","0.0082"
"267","00777B.TWO","2021-09-16","37.37","0.3200","0.0086"
"268","00777B.TWO","2021-12-16","36.72","0.2900","0.0079"
"269","00777B.TWO","2022-03-16","32.52","0.2940","0.0090"
"270","00777B.TWO","2022-06-17","30.42","0.3400","0.0112"
"271","00777B.TWO","2022-09-19","31.19","0.3500","0.0112"
"272","00777B.TWO","2022-12-16","31.99","0.4000","0.0125"
"273","00777B.TWO","2023-03-16","31.11","0.2950","0.0095"
"274","00777B.TWO","2023-06-16","31.31","0.3500","0.0112"
"275","00777B.TWO","2023-09-18","31.01","0.3700","0.0119"
"276","00777B.TWO","2023-12-18","33.58","0.3900","0.0116"
"277","00777B.TWO","2024-03-18","32.66","0.3950","0.0121"
"278","00777B.TWO","2024-06-20","33.41","0.3950","0.0118"
"279","00777B.TWO","2024-09-19","35.30","0.4250","0.0120"
"280","00777B.TWO","2024-12-17","33.83","0.4300","0.0127"
"281","00777B.TWO","2025-01-17","33.27","0.1450","0.0044"
"282","00777B.TWO","2025-02-18","33.69","0.1450","0.0043"
"283","00777B.TWO","2025-03-18","34.28","0.1500","0.0044"
"284","00777B.TWO","2025-04-21","32.52","0.1600","0.0049"
"285","00777B.TWO","2025-05-19","30.12","0.1500","0.0050"
"286","00777B.TWO","2025-06-17","30.10","0.1500","0.0050"
"287","00777B.TWO","2025-07-16","30.03","0.1400","0.0047"
"288","00777B.TWO","2025-08-18",NULL,"0.1400",NULL
"289","00792B.TWO","2019-06-18","33.57","0.2750","0.0082"
"290","00792B.TWO","2019-09-18","35.11","0.4270","0.0122"
"291","00792B.TWO","2019-12-16","35.36","0.1530","0.0043"
"292","00792B.TWO","2020-03-17","34.69","0.3790","0.0109"
"293","00792B.TWO","2020-06-16","37.24","0.3890","0.0104"
"294","00792B.TWO","2020-09-16","38.11","0.3460","0.0091"
"295","00792B.TWO","2020-12-16","37.38","0.3430","0.0092"
"296","00792B.TWO","2021-03-17","33.59","0.3210","0.0096"
"297","00792B.TWO","2021-06-17","34.70","0.3360","0.0097"
"298","00792B.TWO","2021-09-16","36.42","0.3250","0.0089"
"299","00792B.TWO","2021-12-16","35.97","0.3190","0.0089"
"300","00792B.TWO","2022-03-16","31.64","0.3250","0.0103"
"301","00792B.TWO","2022-06-17","29.14","0.3530","0.0121"
"302","00792B.TWO","2022-09-19","29.84","0.3650","0.0122"
"303","00792B.TWO","2022-12-16","30.61","0.3920","0.0128"
"304","00792B.TWO","2023-03-16","29.72","0.3820","0.0129"
"305","00792B.TWO","2023-06-16","29.92","0.3340","0.0112"
"306","00792B.TWO","2023-09-18","29.83","0.4110","0.0138"
"307","00792B.TWO","2023-12-18","32.38","0.3820","0.0118"
"308","00792B.TWO","2024-03-18","31.73","0.3990","0.0126"
"309","00792B.TWO","2024-06-24","32.29","0.4480","0.0139"
"310","00792B.TWO","2024-09-23","34.14","0.4370","0.0128"
"311","00792B.TWO","2024-12-20","32.30","0.4410","0.0137"
"312","00792B.TWO","2025-03-18","33.25","0.4440","0.0134"
"313","00792B.TWO","2025-06-17",NULL,"0.4270",NULL
"314","00948B.TWO","2024-08-16","9.74","0.0550","0.0056"
"315","00948B.TWO","2024-09-18","9.98","0.0530","0.0053"
"316","00948B.TWO","2024-10-17","9.82","0.0530","0.0054"
"317","00948B.TWO","2024-11-18","9.65","0.0520","0.0054"
"318","00948B.TWO","2024-12-17","9.71","0.0520","0.0054"
"319","00948B.TWO","2025-01-17","9.54","0.0420","0.0044"
"320","00948B.TWO","2025-02-18","9.70","0.0450","0.0046"
"321","00948B.TWO","2025-03-18","9.82","0.0480","0.0049"
"322","00948B.TWO","2025-04-18","9.30","0.0480","0.0052"
"323","00948B.TWO","2025-05-19","8.62","0.0480","0.0056"
"324","00948B.TWO","2025-06-17","8.70","0.0460","0.0053"
"325","00948B.TWO","2025-07-16","8.70","0.0440","0.0051"
"326","00948B.TWO","2025-08-18",NULL,"0.0360",NULL
"327","00754B.TWO","2019-02-26","33.33","0.0870","0.0026"
"328","00754B.TWO","2019-05-16","34.71","0.1530","0.0044"
"329","00754B.TWO","2019-08-15","39.76","0.3900","0.0098"
"330","00754B.TWO","2019-11-18","38.07","0.3610","0.0095"
"331","00754B.TWO","2020-02-18","39.96","0.3700","0.0093"
"332","00754B.TWO","2020-05-19","39.96","0.3690","0.0092"
"333","00754B.TWO","2020-08-18","41.65","0.3770","0.0091"
"334","00754B.TWO","2020-11-17","40.29","0.3320","0.0082"
"335","00754B.TWO","2021-02-25","36.37","0.3110","0.0086"
"336","00754B.TWO","2021-05-18","36.82","0.3190","0.0087"
"337","00754B.TWO","2021-08-17","39.32","0.3290","0.0084"
"338","00754B.TWO","2021-11-16","38.84","0.3080","0.0079"
"339","00754B.TWO","2022-02-22","35.63","0.3060","0.0086"
"340","00754B.TWO","2022-05-18","32.46","0.3320","0.0102"
"341","00754B.TWO","2022-11-16","31.36","0.4140","0.0132"
"342","00754B.TWO","2023-02-16","31.88","0.3860","0.0121"
"343","00754B.TWO","2023-05-17","32.51","0.3960","0.0122"
"344","00754B.TWO","2023-08-16","32.46","0.4140","0.0128"
"345","00754B.TWO","2023-11-16","31.90","0.4280","0.0134"
"346","00754B.TWO","2024-02-27","33.54","0.4180","0.0125"
"347","00754B.TWO","2024-05-17","34.12","0.4250","0.0125"
"348","00754B.TWO","2024-08-21","36.05","0.4540","0.0126"
"349","00754B.TWO","2024-11-21","35.04","0.4500","0.0128"
"350","00754B.TWO","2025-02-18","34.98","0.4530","0.0130"
"351","00754B.TWO","2025-05-19","31.48","0.4400","0.0140"
"352","00754B.TWO","2025-08-18",NULL,"0.4220",NULL
"353","00862B.TWO","2020-03-23","26.72","0.2800","0.0105"
"354","00862B.TWO","2020-06-16","33.21","0.3810","0.0115"
"355","00862B.TWO","2020-09-16","34.32","0.3120","0.0091"
"356","00862B.TWO","2020-12-16","34.15","0.3180","0.0093"
"357","00862B.TWO","2021-03-17","31.36","0.3020","0.0096"
"358","00862B.TWO","2021-06-17","32.57","0.2030","0.0062"
"359","00862B.TWO","2021-09-16","34.08","0.3020","0.0089"
"360","00862B.TWO","2021-12-16","33.91","0.2660","0.0078"
"361","00862B.TWO","2022-03-16","29.38","0.2490","0.0085"
"362","00862B.TWO","2022-06-17","27.34","0.3720","0.0136"
"363","00862B.TWO","2022-09-19","27.95","0.3640","0.0130"
"364","00862B.TWO","2022-12-16","29.02","0.3300","0.0114"
"365","00862B.TWO","2023-03-16","28.09","0.3720","0.0132"
"366","00862B.TWO","2023-06-16","28.60","0.3710","0.0130"
"367","00862B.TWO","2023-09-18","28.68","0.3560","0.0124"
"368","00862B.TWO","2023-12-18","31.45","0.3960","0.0126"
"369","00862B.TWO","2024-03-18","30.92","0.3260","0.0105"
"370","00862B.TWO","2024-06-20","31.79","0.4280","0.0135"
"371","00862B.TWO","2024-09-18","33.78","0.5000","0.0148"
"372","00862B.TWO","2024-12-17","32.80","0.4100","0.0125"
"373","00862B.TWO","2025-03-18","33.15","0.3450","0.0104"
"374","00862B.TWO","2025-06-17",NULL,"0.3700",NULL
"375","00942B.TWO","2024-06-18","14.69","0.1000","0.0068"
"376","00942B.TWO","2024-07-16","14.84","0.0700","0.0047"
"377","00942B.TWO","2024-08-16","15.17","0.0700","0.0046"
"378","00942B.TWO","2024-09-18","15.59","0.0700","0.0045"
"379","00942B.TWO","2024-10-21","14.92","0.0680","0.0046"
"380","00942B.TWO","2024-11-15","14.68","0.0700","0.0048"
"381","00942B.TWO","2024-12-16","14.82","0.0700","0.0047"
"382","00942B.TWO","2025-01-16","14.47","0.0700","0.0048"
"383","00942B.TWO","2025-02-18","14.72","0.0700","0.0048"
"384","00942B.TWO","2025-03-17","14.89","0.0680","0.0046"
"385","00942B.TWO","2025-04-17","14.39","0.0680","0.0047"
"386","00942B.TWO","2025-05-16","13.26","0.0680","0.0051"
"387","00942B.TWO","2025-06-16","13.17","0.0640","0.0049"
"388","00942B.TWO","2025-07-15","13.12","0.0600","0.0046"
"389","00942B.TWO","2025-08-15",NULL,"0.0600",NULL
"390","00853B.TWO","2019-12-20","30.61","0.3650","0.0119"
"391","00853B.TWO","2020-03-20","26.99","0.3450","0.0128"
"392","00853B.TWO","2020-06-19","32.10","0.3250","0.0101"
"393","00853B.TWO","2020-09-22","32.39","0.2700","0.0083"
"394","00853B.TWO","2020-12-21","32.18","0.2500","0.0078"
"395","00853B.TWO","2021-03-22","28.72","0.2200","0.0077"
"396","00853B.TWO","2021-06-22","30.48","0.2000","0.0066"
"397","00853B.TWO","2021-09-24","30.93","0.2600","0.0084"
"398","00853B.TWO","2021-12-21","30.62","0.3100","0.0101"
"399","00853B.TWO","2022-03-21","28.01","0.2500","0.0089"
"400","00853B.TWO","2022-06-23","25.51","0.1400","0.0055"
"401","00853B.TWO","2022-09-21","25.99","0.3000","0.0115"
"402","00853B.TWO","2022-12-19","26.63","0.2700","0.0101"
"403","00853B.TWO","2023-03-17","26.00","0.3500","0.0135"
"404","00853B.TWO","2023-06-20","26.26","0.3100","0.0118"
"405","00853B.TWO","2023-09-20","26.45","0.4200","0.0159"
"406","00853B.TWO","2023-12-19","28.41","0.2500","0.0088"
"407","00853B.TWO","2024-03-19","27.54","0.3400","0.0123"
"408","00853B.TWO","2024-06-21","28.19","0.3300","0.0117"
"409","00853B.TWO","2024-09-20","29.94","0.3300","0.0110"
"410","00853B.TWO","2024-12-17","28.63","0.3300","0.0115"
"411","00853B.TWO","2025-03-18","29.05","0.3500","0.0120"
"412","00853B.TWO","2025-06-17",NULL,"0.2700",NULL
"413","00841B.TWO","2019-11-19","34.43","0.3000","0.0087"
"414","00841B.TWO","2020-02-19","35.82","0.3200","0.0089"
"415","00841B.TWO","2020-05-20","35.87","0.2900","0.0081"
"416","00841B.TWO","2020-08-19","37.34","0.2900","0.0078"
"417","00841B.TWO","2020-11-17","35.89","0.2720","0.0076"
"418","00841B.TWO","2021-02-25","32.36","0.3000","0.0093"
"419","00841B.TWO","2021-05-18","32.52","0.2830","0.0087"
"420","00841B.TWO","2021-08-17","34.84","0.3000","0.0086"
"421","00841B.TWO","2021-11-16","34.35","0.1200","0.0035"
"422","00841B.TWO","2022-02-22","31.37","0.2500","0.0080"
"423","00841B.TWO","2022-05-18","28.20","0.2700","0.0096"
