"id","ticker","date","dividend","year","month"
"86","00725B.TWO","2022-01-18","0.3900","2022","1"
"87","00725B.TWO","2022-04-20","0.4000","2022","4"
"88","00725B.TWO","2022-10-19","0.4600","2022","10"
"89","00725B.TWO","2023-01-30","0.4100","2023","1"
"90","00725B.TWO","2023-04-21","0.4400","2023","4"
"91","00725B.TWO","2023-07-18","0.4200","2023","7"
"92","00725B.TWO","2023-10-19","0.4800","2023","10"
"93","00725B.TWO","2024-01-17","0.6700","2024","1"
"94","00725B.TWO","2024-04-18","0.5600","2024","4"
"95","00725B.TWO","2024-07-16","0.6580","2024","7"
"96","00725B.TWO","2024-10-17","0.6850","2024","10"
"97","00725B.TWO","2025-01-17","0.6620","2025","1"
"98","00725B.TWO","2025-04-21","0.6360","2025","4"
"99","00725B.TWO","2025-07-16","0.5660","2025","7"
"100","00772B.TWO","2019-06-25","0.3370","2019","6"
"101","00772B.TWO","2019-09-25","0.3570","2019","9"
"102","00772B.TWO","2019-12-23","0.3020","2019","12"
"103","00772B.TWO","2020-03-23","0.3550","2020","3"
"104","00772B.TWO","2020-04-20","0.1160","2020","4"
"105","00772B.TWO","2020-05-19","0.1150","2020","5"
"106","00772B.TWO","2020-06-16","0.1120","2020","6"
"107","00772B.TWO","2020-07-16","0.1090","2020","7"
"108","00772B.TWO","2020-08-18","0.1000","2020","8"
"109","00772B.TWO","2020-09-16","0.1060","2020","9"
"110","00772B.TWO","2020-10-21","0.1060","2020","10"
"111","00772B.TWO","2020-11-17","0.1210","2020","11"
"112","00772B.TWO","2020-12-16","0.1220","2020","12"
"113","00772B.TWO","2021-01-19","0.1280","2021","1"
"114","00772B.TWO","2021-02-25","0.1340","2021","2"
"115","00772B.TWO","2021-03-17","0.1260","2021","3"
"116","00772B.TWO","2021-04-20","0.1300","2021","4"
"117","00772B.TWO","2021-05-18","0.1270","2021","5"
"118","00772B.TWO","2021-06-17","0.1250","2021","6"
"119","00772B.TWO","2021-07-16","0.1250","2021","7"
"120","00772B.TWO","2021-08-17","0.1250","2021","8"
"121","00772B.TWO","2021-09-16","0.1240","2021","9"
"122","00772B.TWO","2021-10-19","0.1240","2021","10"
"123","00772B.TWO","2021-11-16","0.1230","2021","11"
"124","00772B.TWO","2021-12-16","0.1240","2021","12"
"125","00772B.TWO","2022-01-18","0.1210","2022","1"
"126","00772B.TWO","2022-02-22","0.1220","2022","2"
"127","00772B.TWO","2022-03-16","0.1240","2022","3"
"128","00772B.TWO","2022-04-20","0.1280","2022","4"
"129","00772B.TWO","2022-05-18","0.1280","2022","5"
"130","00772B.TWO","2022-06-17","0.1300","2022","6"
"131","00772B.TWO","2022-07-18","0.1290","2022","7"
"132","00772B.TWO","2022-09-19","0.1500","2022","9"
"133","00772B.TWO","2022-10-19","0.1530","2022","10"
"134","00772B.TWO","2022-11-16","0.1600","2022","11"
"135","00772B.TWO","2022-12-16","0.1500","2022","12"
"136","00772B.TWO","2023-01-17","0.1500","2023","1"
"137","00772B.TWO","2023-02-16","0.1500","2023","2"
"138","00772B.TWO","2023-03-16","0.1500","2023","3"
"139","00772B.TWO","2023-04-21","0.1400","2023","4"
"140","00772B.TWO","2023-05-17","0.1050","2023","5"
"141","00772B.TWO","2023-06-16","0.1150","2023","6"
"142","00772B.TWO","2023-07-18","0.1300","2023","7"
"143","00772B.TWO","2023-08-16","0.1300","2023","8"
"144","00772B.TWO","2023-09-18","0.1290","2023","9"
"145","00772B.TWO","2023-10-19","0.1290","2023","10"
"146","00772B.TWO","2023-11-16","0.1300","2023","11"
"147","00772B.TWO","2023-12-18","0.1380","2023","12"
"148","00772B.TWO","2024-01-17","0.1300","2024","1"
"149","00772B.TWO","2024-02-27","0.1300","2024","2"
"150","00772B.TWO","2024-03-18","0.1300","2024","3"
"151","00772B.TWO","2024-04-18","0.1350","2024","4"
"152","00772B.TWO","2024-05-17","0.1360","2024","5"
"153","00772B.TWO","2024-06-20","0.1370","2024","6"
"154","00772B.TWO","2024-07-16","0.1400","2024","7"
"155","00772B.TWO","2024-08-16","0.1430","2024","8"
"156","00772B.TWO","2024-09-18","0.1430","2024","9"
"157","00772B.TWO","2024-10-17","0.1430","2024","10"
"158","00772B.TWO","2024-11-18","0.1350","2024","11"
"159","00772B.TWO","2024-12-17","0.1450","2024","12"
"160","00772B.TWO","2025-01-17","0.1300","2025","1"
"161","00772B.TWO","2025-02-18","0.1370","2025","2"
"162","00772B.TWO","2025-03-18","0.1420","2025","3"
"163","00772B.TWO","2025-04-18","0.1450","2025","4"
"164","00772B.TWO","2025-05-19","0.1450","2025","5"
"165","00772B.TWO","2025-06-17","0.1370","2025","6"
"166","00772B.TWO","2025-07-16","0.1300","2025","7"
"167","00772B.TWO","2025-08-18","0.1250","2025","8"
"168","00761B.TWO","2019-04-22","0.3400","2019","4"
"169","00761B.TWO","2019-07-17","0.4000","2019","7"
"170","00761B.TWO","2019-10-18","0.3700","2019","10"
"171","00761B.TWO","2020-01-30","0.3400","2020","1"
"172","00761B.TWO","2020-04-22","0.3700","2020","4"
"173","00761B.TWO","2020-07-20","0.3400","2020","7"
"174","00761B.TWO","2020-10-21","0.3300","2020","10"
"175","00761B.TWO","2021-01-19","0.3200","2021","1"
"176","00761B.TWO","2021-04-20","0.3500","2021","4"
"177","00761B.TWO","2021-07-16","0.3500","2021","7"
"178","00761B.TWO","2021-10-19","0.3300","2021","10"
"179","00761B.TWO","2022-01-18","0.3300","2022","1"
"180","00761B.TWO","2022-04-20","0.3800","2022","4"
"181","00761B.TWO","2022-07-18","0.4300","2022","7"
"182","00761B.TWO","2022-10-19","0.4300","2022","10"
"183","00761B.TWO","2023-01-30","0.3600","2023","1"
"184","00761B.TWO","2023-04-21","0.3900","2023","4"
"185","00761B.TWO","2023-07-18","0.3700","2023","7"
"186","00761B.TWO","2023-10-19","0.4100","2023","10"
"187","00761B.TWO","2023-11-16","0.1400","2023","11"
"188","00761B.TWO","2024-02-27","0.4800","2024","2"
"189","00761B.TWO","2024-05-17","0.4800","2024","5"
"190","00761B.TWO","2024-08-16","0.4800","2024","8"
"191","00761B.TWO","2024-11-18","0.5000","2024","11"
"192","00761B.TWO","2025-02-20","0.5000","2025","2"
"193","00761B.TWO","2025-05-19","0.4900","2025","5"
"194","00761B.TWO","2025-08-18","0.4300","2025","8"
"195","00746B.TWO","2019-05-02","0.3570","2019","5"
"196","00746B.TWO","2019-07-18","0.4120","2019","7"
"197","00746B.TWO","2019-10-22","0.3210","2019","10"
"198","00746B.TWO","2020-01-30","0.3500","2020","1"
"199","00746B.TWO","2020-04-22","0.4150","2020","4"
"200","00746B.TWO","2020-07-21","0.4150","2020","7"
"201","00746B.TWO","2020-10-21","0.3750","2020","10"
"202","00746B.TWO","2021-01-19","0.3800","2021","1"
"203","00746B.TWO","2021-04-20","0.3880","2021","4"
"204","00746B.TWO","2021-07-16","0.3600","2021","7"
"205","00746B.TWO","2021-10-19","0.3250","2021","10"
"206","00746B.TWO","2022-01-18","0.3400","2022","1"
"207","00746B.TWO","2022-04-20","0.2680","2022","4"
"208","00746B.TWO","2022-07-18","0.3570","2022","7"
"209","00746B.TWO","2022-10-19","0.3890","2022","10"
"210","00746B.TWO","2023-01-31","0.3660","2023","1"
"211","00746B.TWO","2023-04-21","0.3800","2023","4"
"212","00746B.TWO","2023-07-18","0.3960","2023","7"
"213","00746B.TWO","2023-10-19","0.3960","2023","10"
"214","00746B.TWO","2024-01-17","0.3790","2024","1"
"215","00746B.TWO","2024-04-18","0.4060","2024","4"
"216","00746B.TWO","2024-07-16","0.4450","2024","7"
"217","00746B.TWO","2024-10-17","0.4220","2024","10"
"218","00746B.TWO","2025-01-17","0.4250","2025","1"
"219","00746B.TWO","2025-04-23","0.4710","2025","4"
"220","00746B.TWO","2025-07-16","0.3840","2025","7"
"221","00740B.TWO","2019-01-24","0.0710","2019","1"
"222","00740B.TWO","2019-05-02","0.2450","2019","5"
"223","00740B.TWO","2019-07-18","0.6320","2019","7"
"224","00740B.TWO","2019-10-22","0.5130","2019","10"
"225","00740B.TWO","2020-01-30","0.4450","2020","1"
"226","00740B.TWO","2020-03-19","0.8110","2020","3"
"227","00740B.TWO","2020-04-22","0.5110","2020","4"
"228","00740B.TWO","2020-07-21","0.3920","2020","7"
"229","00740B.TWO","2020-10-21","0.4030","2020","10"
"230","00740B.TWO","2021-01-19","0.5060","2021","1"
"231","00740B.TWO","2021-04-20","0.4430","2021","4"
"232","00740B.TWO","2021-07-16","0.4190","2021","7"
"233","00740B.TWO","2021-10-19","0.3910","2021","10"
"234","00740B.TWO","2022-01-18","0.4600","2022","1"
"235","00740B.TWO","2022-04-20","0.4540","2022","4"
"236","00740B.TWO","2022-07-18","0.4320","2022","7"
"237","00740B.TWO","2022-10-19","0.5120","2022","10"
"238","00740B.TWO","2023-01-31","0.5090","2023","1"
"239","00740B.TWO","2023-04-21","0.5030","2023","4"
"240","00740B.TWO","2023-07-18","0.4570","2023","7"
"241","00740B.TWO","2023-10-19","0.5180","2023","10"
"242","00740B.TWO","2024-01-17","0.5050","2024","1"
"243","00740B.TWO","2024-04-18","0.4820","2024","4"
"244","00740B.TWO","2024-07-16","0.5560","2024","7"
"245","00740B.TWO","2024-08-16","0.2290","2024","8"
"246","00740B.TWO","2024-09-18","0.2290","2024","9"
"247","00740B.TWO","2024-10-17","0.2290","2024","10"
"248","00740B.TWO","2024-11-18","0.2130","2024","11"
"249","00740B.TWO","2024-12-17","0.2000","2024","12"
"250","00740B.TWO","2025-01-17","0.1960","2025","1"
"251","00740B.TWO","2025-02-19","0.1960","2025","2"
"252","00740B.TWO","2025-03-18","0.1790","2025","3"
"253","00740B.TWO","2025-04-23","0.1980","2025","4"
"254","00740B.TWO","2025-05-19","0.1690","2025","5"
"255","00740B.TWO","2025-06-17","0.1540","2025","6"
"256","00740B.TWO","2025-07-16","0.1540","2025","7"
"257","00740B.TWO","2025-08-18","0.1810","2025","8"
"258","00777B.TWO","2019-06-20","0.1660","2019","6"
"259","00777B.TWO","2019-09-19","0.2500","2019","9"
"260","00777B.TWO","2019-12-18","0.2300","2019","12"
"261","00777B.TWO","2020-03-18","0.3600","2020","3"
"262","00777B.TWO","2020-06-17","0.4300","2020","6"
"263","00777B.TWO","2020-09-17","0.3200","2020","9"
"264","00777B.TWO","2020-12-16","0.3650","2020","12"
"265","00777B.TWO","2021-03-17","0.3300","2021","3"
"266","00777B.TWO","2021-06-17","0.2930","2021","6"
"267","00777B.TWO","2021-09-16","0.3200","2021","9"
"268","00777B.TWO","2021-12-16","0.2900","2021","12"
"269","00777B.TWO","2022-03-16","0.2940","2022","3"
"270","00777B.TWO","2022-06-17","0.3400","2022","6"
"271","00777B.TWO","2022-09-19","0.3500","2022","9"
"272","00777B.TWO","2022-12-16","0.4000","2022","12"
"273","00777B.TWO","2023-03-16","0.2950","2023","3"
"274","00777B.TWO","2023-06-16","0.3500","2023","6"
"275","00777B.TWO","2023-09-18","0.3700","2023","9"
"276","00777B.TWO","2023-12-18","0.3900","2023","12"
"277","00777B.TWO","2024-03-18","0.3950","2024","3"
"278","00777B.TWO","2024-06-20","0.3950","2024","6"
"279","00777B.TWO","2024-09-19","0.4250","2024","9"
"280","00777B.TWO","2024-12-17","0.4300","2024","12"
"281","00777B.TWO","2025-01-17","0.1450","2025","1"
"282","00777B.TWO","2025-02-18","0.1450","2025","2"
"283","00777B.TWO","2025-03-18","0.1500","2025","3"
"284","00777B.TWO","2025-04-21","0.1600","2025","4"
"285","00777B.TWO","2025-05-19","0.1500","2025","5"
"286","00777B.TWO","2025-06-17","0.1500","2025","6"
"287","00777B.TWO","2025-07-16","0.1400","2025","7"
"288","00777B.TWO","2025-08-18","0.1400","2025","8"
"289","00792B.TWO","2019-06-18","0.2750","2019","6"
"290","00792B.TWO","2019-09-18","0.4270","2019","9"
"291","00792B.TWO","2019-12-16","0.1530","2019","12"
"292","00792B.TWO","2020-03-17","0.3790","2020","3"
"293","00792B.TWO","2020-06-16","0.3890","2020","6"
"294","00792B.TWO","2020-09-16","0.3460","2020","9"
"295","00792B.TWO","2020-12-16","0.3430","2020","12"
"296","00792B.TWO","2021-03-17","0.3210","2021","3"
"297","00792B.TWO","2021-06-17","0.3360","2021","6"
"298","00792B.TWO","2021-09-16","0.3250","2021","9"
"299","00792B.TWO","2021-12-16","0.3190","2021","12"
"300","00792B.TWO","2022-03-16","0.3250","2022","3"
"301","00792B.TWO","2022-06-17","0.3530","2022","6"
"302","00792B.TWO","2022-09-19","0.3650","2022","9"
"303","00792B.TWO","2022-12-16","0.3920","2022","12"
"304","00792B.TWO","2023-03-16","0.3820","2023","3"
"305","00792B.TWO","2023-06-16","0.3340","2023","6"
"306","00792B.TWO","2023-09-18","0.4110","2023","9"
"307","00792B.TWO","2023-12-18","0.3820","2023","12"
"308","00792B.TWO","2024-03-18","0.3990","2024","3"
"309","00792B.TWO","2024-06-24","0.4480","2024","6"
"310","00792B.TWO","2024-09-23","0.4370","2024","9"
"311","00792B.TWO","2024-12-20","0.4410","2024","12"
"312","00792B.TWO","2025-03-18","0.4440","2025","3"
"313","00792B.TWO","2025-06-17","0.4270","2025","6"
"314","00948B.TWO","2024-08-16","0.0550","2024","8"
"315","00948B.TWO","2024-09-18","0.0530","2024","9"
"316","00948B.TWO","2024-10-17","0.0530","2024","10"
"317","00948B.TWO","2024-11-18","0.0520","2024","11"
"318","00948B.TWO","2024-12-17","0.0520","2024","12"
"319","00948B.TWO","2025-01-17","0.0420","2025","1"
"320","00948B.TWO","2025-02-18","0.0450","2025","2"
"321","00948B.TWO","2025-03-18","0.0480","2025","3"
"322","00948B.TWO","2025-04-18","0.0480","2025","4"
"323","00948B.TWO","2025-05-19","0.0480","2025","5"
"324","00948B.TWO","2025-06-17","0.0460","2025","6"
"325","00948B.TWO","2025-07-16","0.0440","2025","7"
"326","00948B.TWO","2025-08-18","0.0360","2025","8"
"327","00754B.TWO","2019-02-26","0.0870","2019","2"
"328","00754B.TWO","2019-05-16","0.1530","2019","5"
"329","00754B.TWO","2019-08-15","0.3900","2019","8"
"330","00754B.TWO","2019-11-18","0.3610","2019","11"
"331","00754B.TWO","2020-02-18","0.3700","2020","2"
"332","00754B.TWO","2020-05-19","0.3690","2020","5"
"333","00754B.TWO","2020-08-18","0.3770","2020","8"
"334","00754B.TWO","2020-11-17","0.3320","2020","11"
"335","00754B.TWO","2021-02-25","0.3110","2021","2"
"336","00754B.TWO","2021-05-18","0.3190","2021","5"
"337","00754B.TWO","2021-08-17","0.3290","2021","8"
"338","00754B.TWO","2021-11-16","0.3080","2021","11"
"339","00754B.TWO","2022-02-22","0.3060","2022","2"
"340","00754B.TWO","2022-05-18","0.3320","2022","5"
"341","00754B.TWO","2022-11-16","0.4140","2022","11"
"342","00754B.TWO","2023-02-16","0.3860","2023","2"
"343","00754B.TWO","2023-05-17","0.3960","2023","5"
"344","00754B.TWO","2023-08-16","0.4140","2023","8"
"345","00754B.TWO","2023-11-16","0.4280","2023","11"
"346","00754B.TWO","2024-02-27","0.4180","2024","2"
"347","00754B.TWO","2024-05-17","0.4250","2024","5"
"348","00754B.TWO","2024-08-21","0.4540","2024","8"
"349","00754B.TWO","2024-11-21","0.4500","2024","11"
"350","00754B.TWO","2025-02-18","0.4530","2025","2"
"351","00754B.TWO","2025-05-19","0.4400","2025","5"
"352","00754B.TWO","2025-08-18","0.4220","2025","8"
"353","00862B.TWO","2020-03-23","0.2800","2020","3"
"354","00862B.TWO","2020-06-16","0.3810","2020","6"
"355","00862B.TWO","2020-09-16","0.3120","2020","9"
"356","00862B.TWO","2020-12-16","0.3180","2020","12"
"357","00862B.TWO","2021-03-17","0.3020","2021","3"
"358","00862B.TWO","2021-06-17","0.2030","2021","6"
"359","00862B.TWO","2021-09-16","0.3020","2021","9"
"360","00862B.TWO","2021-12-16","0.2660","2021","12"
"361","00862B.TWO","2022-03-16","0.2490","2022","3"
"362","00862B.TWO","2022-06-17","0.3720","2022","6"
"363","00862B.TWO","2022-09-19","0.3640","2022","9"
"364","00862B.TWO","2022-12-16","0.3300","2022","12"
"365","00862B.TWO","2023-03-16","0.3720","2023","3"
"366","00862B.TWO","2023-06-16","0.3710","2023","6"
"367","00862B.TWO","2023-09-18","0.3560","2023","9"
"368","00862B.TWO","2023-12-18","0.3960","2023","12"
"369","00862B.TWO","2024-03-18","0.3260","2024","3"
"370","00862B.TWO","2024-06-20","0.4280","2024","6"
"371","00862B.TWO","2024-09-18","0.5000","2024","9"
"372","00862B.TWO","2024-12-17","0.4100","2024","12"
"373","00862B.TWO","2025-03-18","0.3450","2025","3"
"374","00862B.TWO","2025-06-17","0.3700","2025","6"
"375","00942B.TWO","2024-06-18","0.1000","2024","6"
"376","00942B.TWO","2024-07-16","0.0700","2024","7"
"377","00942B.TWO","2024-08-16","0.0700","2024","8"
"378","00942B.TWO","2024-09-18","0.0700","2024","9"
"379","00942B.TWO","2024-10-21","0.0680","2024","10"
"380","00942B.TWO","2024-11-15","0.0700","2024","11"
"381","00942B.TWO","2024-12-16","0.0700","2024","12"
"382","00942B.TWO","2025-01-16","0.0700","2025","1"
"383","00942B.TWO","2025-02-18","0.0700","2025","2"
"384","00942B.TWO","2025-03-17","0.0680","2025","3"
"385","00942B.TWO","2025-04-17","0.0680","2025","4"
"386","00942B.TWO","2025-05-16","0.0680","2025","5"
"387","00942B.TWO","2025-06-16","0.0640","2025","6"
"388","00942B.TWO","2025-07-15","0.0600","2025","7"
"389","00942B.TWO","2025-08-15","0.0600","2025","8"
"390","00853B.TWO","2019-12-20","0.3650","2019","12"
"391","00853B.TWO","2020-03-20","0.3450","2020","3"
"392","00853B.TWO","2020-06-19","0.3250","2020","6"
"393","00853B.TWO","2020-09-22","0.2700","2020","9"
"394","00853B.TWO","2020-12-21","0.2500","2020","12"
"395","00853B.TWO","2021-03-22","0.2200","2021","3"
"396","00853B.TWO","2021-06-22","0.2000","2021","6"
"397","00853B.TWO","2021-09-24","0.2600","2021","9"
"398","00853B.TWO","2021-12-21","0.3100","2021","12"
"399","00853B.TWO","2022-03-21","0.2500","2022","3"
"400","00853B.TWO","2022-06-23","0.1400","2022","6"
"401","00853B.TWO","2022-09-21","0.3000","2022","9"
"402","00853B.TWO","2022-12-19","0.2700","2022","12"
"403","00853B.TWO","2023-03-17","0.3500","2023","3"
"404","00853B.TWO","2023-06-20","0.3100","2023","6"
"405","00853B.TWO","2023-09-20","0.4200","2023","9"
"406","00853B.TWO","2023-12-19","0.2500","2023","12"
"407","00853B.TWO","2024-03-19","0.3400","2024","3"
"408","00853B.TWO","2024-06-21","0.3300","2024","6"
"409","00853B.TWO","2024-09-20","0.3300","2024","9"
"410","00853B.TWO","2024-12-17","0.3300","2024","12"
"411","00853B.TWO","2025-03-18","0.3500","2025","3"
"412","00853B.TWO","2025-06-17","0.2700","2025","6"
"413","00841B.TWO","2019-11-19","0.3000","2019","11"
"414","00841B.TWO","2020-02-19","0.3200","2020","2"
"415","00841B.TWO","2020-05-20","0.2900","2020","5"
"416","00841B.TWO","2020-08-19","0.2900","2020","8"
"417","00841B.TWO","2020-11-17","0.2720","2020","11"
"418","00841B.TWO","2021-02-25","0.3000","2021","2"
"419","00841B.TWO","2021-05-18","0.2830","2021","5"
"420","00841B.TWO","2021-08-17","0.3000","2021","8"
"421","00841B.TWO","2021-11-16","0.1200","2021","11"
"422","00841B.TWO","2022-02-22","0.2500","2022","2"
"423","00841B.TWO","2022-05-18","0.2700","2022","5"
"424","00841B.TWO","2022-08-16","0.3200","2022","8"
"425","00841B.TWO","2022-11-16","0.2500","2022","11"
"426","00841B.TWO","2023-02-16","0.3000","2023","2"
"427","00841B.TWO","2023-05-17","0.3100","2023","5"
"428","00841B.TWO","2023-08-16","0.2800","2023","8"
"429","00841B.TWO","2023-11-16","0.2700","2023","11"
"430","00841B.TWO","2024-02-27","0.3400","2024","2"
"431","00841B.TWO","2024-05-17","0.3200","2024","5"
"432","00841B.TWO","2024-08-16","0.3400","2024","8"
"433","00841B.TWO","2024-11-18","0.3400","2024","11"
"434","00841B.TWO","2025-02-18","0.3500","2025","2"
"435","00841B.TWO","2025-05-19","0.3500","2025","5"
"436","00841B.TWO","2025-08-18","0.3500","2025","8"
"437","00883B.TWO","2021-06-17","0.3830","2021","6"
"438","00883B.TWO","2021-09-16","0.2830","2021","9"
"439","00883B.TWO","2021-12-16","0.2790","2021","12"
"440","00883B.TWO","2022-03-16","0.2750","2022","3"
"441","00883B.TWO","2022-06-17","0.2880","2022","6"
"442","00883B.TWO","2022-09-19","0.2970","2022","9"
"443","00883B.TWO","2022-12-16","0.3200","2022","12"
"444","00883B.TWO","2023-03-16","0.3590","2023","3"
"445","00883B.TWO","2023-06-16","0.3200","2023","6"
"446","00883B.TWO","2023-09-18","0.3310","2023","9"
"447","00883B.TWO","2023-12-18","0.3750","2023","12"
"448","00883B.TWO","2024-03-18","0.3460","2024","3"
"449","00883B.TWO","2024-06-20","0.3830","2024","6"
"450","00883B.TWO","2024-08-16","0.1750","2024","8"
"451","00883B.TWO","2024-09-18","0.1500","2024","9"
"452","00883B.TWO","2024-10-17","0.1450","2024","10"
"453","00883B.TWO","2024-11-18","0.1450","2024","11"
"454","00883B.TWO","2024-12-17","0.1480","2024","12"
"455","00883B.TWO","2025-01-17","0.1700","2025","1"
"456","00883B.TWO","2025-02-18","0.1600","2025","2"
"457","00883B.TWO","2025-03-18","0.1500","2025","3"
"458","00883B.TWO","2025-04-18","0.1500","2025","4"
"459","00883B.TWO","2025-04-21","0.1500","2025","4"
"460","00883B.TWO","2025-05-19","0.1350","2025","5"
"461","00883B.TWO","2025-06-17","0.1250","2025","6"
"462","00883B.TWO","2025-07-16","0.1250","2025","7"
"463","00883B.TWO","2025-08-18","0.1200","2025","8"
"464","00773B.TWO","2019-06-25","0.1690","2019","6"
"465","00773B.TWO","2019-09-25","0.4080","2019","9"
"466","00773B.TWO","2019-12-23","0.3820","2019","12"
"467","00773B.TWO","2020-03-23","0.3670","2020","3"
"468","00773B.TWO","2020-04-20","0.1320","2020","4"
"469","00773B.TWO","2020-05-19","0.1250","2020","5"
"470","00773B.TWO","2020-06-16","0.1250","2020","6"
"471","00773B.TWO","2020-07-16","0.1130","2020","7"
"472","00773B.TWO","2020-08-18","0.1070","2020","8"
"473","00773B.TWO","2020-09-16","0.1130","2020","9"
"474","00773B.TWO","2020-10-21","0.1130","2020","10"
"475","00773B.TWO","2020-11-17","0.1230","2020","11"
"476","00773B.TWO","2020-12-16","0.1270","2020","12"
"477","00773B.TWO","2021-01-19","0.1280","2021","1"
"478","00773B.TWO","2021-02-25","0.1340","2021","2"
"479","00773B.TWO","2021-03-17","0.1350","2021","3"
"480","00773B.TWO","2021-04-20","0.1390","2021","4"
"481","00773B.TWO","2021-05-18","0.1230","2021","5"
